# l_id d_id c_ld
13 181 5.788
13 182 0.005
13 183 7.352
13 184 4.919
13 185 6.957
13 186 0.005
13 187 17.528
13 188 15.755
13 189 0.005
13 190 13.867
13 191 7.538
13 192 19.653
13 193 0.005
13 194 23.116
13 195 5.388
13 196 26.299
13 197 7.516
13 198 0.005
13 199 14.762
13 200 7.958
13 201 5.559
13 202 0.005
13 203 22.395
13 204 14.478
13 205 26.833
13 206 5.970
13 207 38.941
13 208 16.843
13 209 8.333
13 210 28.508
13 211 7.652
13 212 46.613
13 213 0.005
13 214 19.770
13 215 9.930
13 216 0.005
13 217 6.305
13 218 6.021
13 219 6.295
13 220 5.241
13 221 8.065
13 222 19.579
13 223 14.771
13 224 7.282
13 225 7.809
13 226 26.696
13 227 7.574
13 228 0.005
13 229 6.679
13 230 18.002
13 231 8.006
13 232 14.442
13 233 0.005
13 234 61.524
13 235 18.149
13 236 9.717
13 237 7.793
13 238 7.394
13 239 19.896
13 240 23.970
13 241 14.800
13 242 9.696
13 243 20.415
13 244 21.215
13 245 14.044
13 246 0.005
13 247 21.634
13 248 21.860
13 249 6.717
13 250 6.337
13 251 15.877
13 252 8.947
13 253 15.656
13 254 20.896
13 255 7.506
13 256 29.241
13 257 0.005
13 258 0.005
13 259 0.005
13 260 6.442
13 261 7.352
13 262 4.973
13 263 0.005
13 264 5.128
13 265 0.005
13 266 0.005
13 267 50.166
13 268 16.743
13 269 0.005
13 270 7.952
13 271 26.977
13 272 8.619
13 273 0.005
13 274 8.079
13 275 0.005
13 276 0.005
13 277 7.352
13 278 25.665
13 279 6.405
13 280 8.379
13 281 18.168
13 282 8.321
13 283 19.773
13 284 7.691
13 285 18.088
13 286 22.871
13 287 8.647
13 288 55.672
13 289 7.213
13 290 45.859
13 291 22.013
13 292 29.300
13 293 6.877
13 294 54.332
13 295 18.993
13 296 0.005
13 297 50.589
13 298 10.304
13 299 10.242
14 0 9.280
14 1 7.469
14 2 6.241
14 3 17.427
14 4 8.528
14 5 6.001
14 6 4.951
14 7 8.027
14 8 42.480
14 9 38.944
14 10 16.145
14 11 16.211
14 12 8.263
14 13 0.005
14 14 18.491
14 15 19.667
14 16 6.500
14 17 8.984
14 18 19.844
14 19 6.684
14 20 14.209
14 21 6.827
14 22 27.788
14 23 8.702
14 24 41.753
14 25 8.964
14 26 0.005
14 27 0.005
14 28 26.209
14 29 20.421
14 30 17.642
14 31 0.005
14 32 30.593
14 33 7.295
14 34 17.853
14 35 0.005
14 36 20.531
14 37 0.005
14 38 34.304
14 39 6.832
14 40 9.104
14 41 6.675
14 42 17.801
14 43 0.005
14 44 9.356
14 45 18.580
14 46 18.070
14 47 16.218
14 48 7.169
14 49 5.362
14 50 0.005
14 51 8.700
14 52 28.424
14 53 7.689
14 54 7.525
14 55 0.005
14 56 6.693
14 57 14.998
14 58 8.244
14 59 8.147
14 60 19.031
14 61 40.630
14 62 5.986
14 63 0.005
14 64 16.881
14 65 0.005
14 66 10.535
14 67 20.720
14 68 15.434
14 69 31.828
14 70 20.941
14 71 5.758
14 72 6.814
14 73 21.984
14 74 20.017
14 75 15.993
14 76 8.346
14 77 0.005
14 78 0.005
14 79 7.146
14 80 6.488
14 81 5.862
14 82 6.443
14 83 5.827
14 84 9.778
14 85 6.020
14 86 29.284
14 87 7.803
14 88 21.086
14 89 6.007
14 90 15.087
14 91 21.313
14 92 7.628
14 93 0.005
14 94 0.005
14 95 17.802
14 96 18.728
14 97 21.005
14 98 5.362
14 99 0.005
14 100 0.005
14 101 7.180
14 102 20.231
14 103 0.005
14 104 0.005
14 105 14.534
14 106 30.512
14 107 8.198
14 108 0.005
14 109 5.011
14 110 0.005
14 111 32.581
14 112 59.814
14 113 5.664
14 114 21.922
14 115 7.755
14 116 13.740
14 117 35.012
14 118 0.005
14 119 7.210
14 120 7.073
14 121 0.005
14 122 0.005
14 123 7.585
14 124 18.451
14 125 7.570
14 126 21.844
14 127 5.952
14 128 0.005
14 129 0.005
14 130 6.523
14 131 5.853
14 132 16.444
14 133 0.005
14 134 5.296
14 135 23.488
14 136 5.078
14 137 7.721
14 138 8.603
14 139 16.699
14 140 0.005
14 141 0.005
14 142 8.614
14 143 6.240
14 144 29.110
14 145 18.251
14 146 52.634
14 147 19.017
14 148 7.946
14 149 6.783
14 150 71.198
14 151 8.028
14 152 6.582
14 153 6.737
14 154 5.078
14 155 6.049
14 156 6.017
14 157 0.005
14 158 7.013
14 159 6.902
14 160 0.005
14 161 0.005
14 162 8.757
14 163 0.005
14 164 6.906
14 165 6.028
14 166 6.881
14 167 36.362
14 168 5.359
14 169 5.573
14 170 4.748
14 171 14.967
14 172 24.964
14 173 26.093
14 174 0.005
14 175 0.005
14 176 15.362
14 177 5.867
14 178 23.971
14 179 6.560
14 180 0.005
14 181 20.539
14 182 40.867
14 183 7.934
14 184 5.846
14 185 7.801
14 186 6.278
14 187 6.924
14 188 18.776
14 189 0.005
14 190 7.960
14 191 0.005
14 192 17.143
14 193 19.211
14 194 5.607
14 195 18.822
14 196 7.132
14 197 8.955
14 198 8.908
14 199 18.552
14 200 6.446
14 201 31.985
14 202 0.005
14 203 7.918
14 204 0.005
14 205 24.554
14 206 0.005
14 207 26.509
14 208 15.576
14 209 18.414
14 210 21.811
14 211 16.781
14 212 7.374
14 213 21.500
14 214 0.005
14 215 9.173
14 216 7.229
14 217 8.071
14 218 6.737
14 219 0.005
14 220 16.579
14 221 0.005
14 222 5.047
14 223 0.005
14 224 7.458
14 225 9.348
14 226 8.321
14 227 0.005
14 228 7.759
14 229 6.997
14 230 25.698
14 231 5.936
14 232 5.453
14 233 19.270
14 234 72.313
14 235 7.194
14 236 7.802
14 237 26.551
14 238 18.876
14 239 7.321
14 240 0.005
14 241 5.409
14 242 6.206
14 243 6.627
14 244 25.512
14 245 20.925
14 246 7.015
14 247 5.719
14 248 8.741
14 249 8.066
14 250 0.005
14 251 20.816
14 252 6.342
14 253 29.003
14 254 30.847
14 255 9.360
14 256 26.598
14 257 5.492
14 258 5.742
14 259 6.272
14 260 0.005
14 261 6.853
14 262 7.103
14 263 16.970
14 264 5.684
14 265 8.769
14 266 5.355
14 267 5.122
14 268 0.005
14 269 26.338
14 270 14.216
14 271 6.510
14 272 0.005
14 273 10.624
14 274 6.225
14 275 18.805
14 276 5.261
14 277 9.119
14 278 6.468
14 279 6.604
14 280 8.156
14 281 22.545
14 282 0.005
14 283 18.860
14 284 5.772
14 285 24.336
14 286 18.263
14 287 5.417
14 288 6.402
14 289 0.005
14 290 43.335
14 291 18.147
14 292 29.172
14 293 6.838
14 294 6.139
14 295 21.509
14 296 6.390
14 297 6.516
14 298 6.641
14 299 6.439
15 0 18.153
15 1 5.909
15 2 8.792
15 3 7.442
15 4 8.360
15 5 8.675
15 6 28.846
15 7 14.227
15 8 32.266
15 9 9.432
15 10 19.139
15 11 8.042
15 12 8.086
15 13 17.140
15 14 17.085
15 15 0.005
15 16 0.005
15 17 5.933
15 18 65.966
15 19 6.024
15 20 8.753
15 21 0.005
15 22 15.587
15 23 7.943
15 24 7.903
15 25 7.329
15 26 18.852
15 27 7.047
15 28 4.651
15 29 0.005
15 30 5.436
15 31 5.703
15 32 15.934
15 33 17.171
15 34 13.615
15 35 18.199
15 36 22.372
15 37 7.429
15 38 7.072
15 39 0.005
15 40 22.214
15 41 0.005
15 42 5.820
15 43 8.226
15 44 5.731
15 45 0.005
15 46 21.684
15 47 16.908
15 48 18.572
15 49 5.790
15 50 13.827
15 51 0.005
15 52 17.120
15 53 6.974
15 54 6.916
15 55 8.047
15 56 25.005
15 57 0.005
15 58 0.005
15 59 18.056
15 60 18.640
15 61 0.005
15 62 8.382
15 63 5.515
15 64 5.339
15 65 20.967
15 66 0.005
15 67 19.044
15 68 0.005
15 69 18.806
15 70 18.041
15 71 16.779
15 72 16.188
15 73 0.005
15 74 16.727
15 75 0.005
15 76 0.005
15 77 30.001
15 78 0.005
15 79 0.005
15 80 5.761
15 81 14.742
15 82 6.805
15 83 14.647
15 84 14.811
15 85 17.088
15 86 0.005
15 87 0.005
15 88 29.079
15 89 5.999
15 90 6.895
15 91 0.005
15 92 21.992
15 93 15.601
15 94 25.669
15 95 5.063
15 96 29.105
15 97 55.044
15 98 6.278
15 99 6.913
15 100 8.149
15 101 0.005
15 102 7.718
15 103 8.642
15 104 34.619
15 105 14.993
15 106 6.698
15 107 0.005
15 108 30.229
15 109 29.564
15 110 19.153
15 111 7.961
15 112 15.026
15 113 7.259
15 114 48.680
15 115 6.438
15 116 5.463
15 117 52.720
15 118 5.568
15 119 0.005
15 120 50.597
15 121 16.880
15 122 8.451
15 123 5.129
15 124 4.877
15 125 5.528
15 126 6.968
15 127 0.005
15 128 0.005
15 129 6.660
15 130 8.244
15 131 0.005
15 132 19.103
15 133 8.536
15 134 15.431
15 135 19.157
15 136 0.005
15 137 16.098
15 138 7.079
15 139 0.005
15 140 6.378
15 141 6.016
15 142 6.398
15 143 6.144
15 144 0.005
15 145 7.019
15 146 5.209
15 147 0.005
15 148 7.887
15 149 7.434
15 150 0.005
15 151 25.293
15 152 0.005
15 153 18.197
15 154 5.618
15 155 8.642
15 156 7.554
15 157 18.114
15 158 20.467
15 159 0.005
15 160 9.346
15 161 14.821
15 162 6.295
15 163 5.553
15 164 18.310
15 165 16.920
15 166 22.805
15 167 6.507
15 168 0.005
15 169 5.064
15 170 7.880
15 171 5.284
15 172 7.738
15 173 0.005
15 174 6.991
15 175 0.005
15 176 9.659
15 177 20.436
15 178 16.521
15 179 5.378
15 180 4.953
15 181 17.319
15 182 6.435
15 183 0.005
15 184 21.654
15 185 9.480
15 186 20.438
15 187 18.916
15 188 14.235
15 189 14.557
15 190 65.167
15 191 0.005
15 192 17.782
15 193 47.477
15 194 20.910
15 195 21.171
15 196 5.394
15 197 5.503
15 198 6.637
15 199 5.591
15 200 25.584
15 201 15.121
15 202 0.005
15 203 0.005
15 204 17.442
15 205 0.005
15 206 22.845
15 207 9.589
15 208 0.005
15 209 20.156
15 210 8.156
15 211 20.686
15 212 25.827
15 213 8.123
15 214 24.964
15 215 6.804
15 216 0.005
15 217 19.731
15 218 0.005
15 219 8.656
15 220 47.697
15 221 6.429
15 222 7.892
15 223 5.313
15 224 0.005
15 225 0.005
15 226 7.360
15 227 0.005
15 228 8.067
15 229 38.113
15 230 0.005
15 231 13.974
15 232 20.093
15 233 6.387
15 234 25.414
15 235 15.704
15 236 8.271
15 237 21.295
15 238 14.439
15 239 17.920
15 240 0.005
15 241 5.678
15 242 26.529
15 243 0.005
15 244 18.594
15 245 0.005
15 246 0.005
15 247 0.005
15 248 6.595
15 249 15.009
15 250 15.058
15 251 27.618
15 252 17.999
15 253 6.417
15 254 6.700
15 255 7.178
15 256 27.059
15 257 18.311
15 258 9.740
15 259 9.913
15 260 9.949
15 261 8.664
15 262 18.450
15 263 21.984
15 264 0.005
15 265 0.005
15 266 0.005
15 267 5.242
15 268 0.005
15 269 0.005
15 270 15.335
15 271 9.534
15 272 24.449
15 273 0.005
15 274 5.554
15 275 4.890
15 276 0.005
15 277 16.145
15 278 0.005
15 279 9.354
15 280 5.373
15 281 5.390
15 282 4.950
15 283 44.976
15 284 15.140
15 285 0.005
15 286 19.973
15 287 0.005
15 288 7.761
15 289 51.852
15 290 7.098
15 291 28.156
15 292 24.585
15 293 6.927
15 294 22.362
15 295 0.005
15 296 19.730
15 297 0.005
15 298 6.855
15 299 49.886
16 0 15.807
16 1 17.522
16 2 7.736
16 3 8.768
16 4 5.271
16 5 0.005
16 6 6.325
16 7 7.937
16 8 18.516
16 9 14.495
16 10 6.638
16 11 0.005
16 12 0.005
16 13 20.562
16 14 14.658
16 15 8.834
16 16 8.849
16 17 20.042
16 18 7.484
16 19 0.005
16 20 6.416
16 21 4.940
16 22 0.005
16 23 6.616
16 24 6.082
16 25 7.246
16 26 6.976
16 27 44.489
16 28 0.005
16 29 6.076
16 30 0.005
16 31 39.930
16 32 26.490
16 33 6.834
16 34 7.988
16 35 9.621
16 36 6.542
16 37 6.731
16 38 6.420
16 39 9.930
16 40 0.005
16 41 0.005
16 42 8.275
16 43 6.022
16 44 20.517
16 45 0.005
16 46 7.487
16 47 6.846
16 48 6.113
16 49 21.672
16 50 0.005
16 51 15.716
16 52 7.517
16 53 19.467
16 54 6.840
16 55 18.602
16 56 22.838
16 57 20.335
16 58 21.767
16 59 7.739
16 60 0.005
16 61 8.043
16 62 0.005
16 63 0.005
16 64 34.204
16 65 15.498
16 66 6.177
16 67 9.274
16 68 18.004
16 69 13.690
16 70 7.155
16 71 22.073
16 72 40.165
16 73 9.789
16 74 7.374
16 75 9.031
16 76 6.779
16 77 4.939
16 78 19.575
16 79 8.276
16 80 6.294
16 81 9.359
16 82 5.340
16 83 6.573
16 84 0.005
16 85 23.013
16 86 0.005
16 87 55.411
16 88 33.312
16 89 6.753
16 90 0.005
16 91 7.998
16 92 27.402
16 93 22.243
16 94 0.005
16 95 7.577
16 96 7.110
16 97 5.613
16 98 39.521
16 99 18.317
16 100 10.244
16 101 0.005
16 102 0.005
16 103 6.991
16 104 18.704
16 105 7.322
16 106 18.769
16 107 0.005
16 108 49.813
16 109 7.491
16 110 41.676
16 111 15.469
16 112 7.449
16 113 0.005
16 114 5.207
16 115 22.304
16 116 7.066
16 117 16.970
16 118 9.939
16 119 8.518
16 120 0.005
16 121 14.229
16 122 15.401
16 123 7.963
16 124 8.535
16 125 20.074
16 126 7.207
16 127 20.739
16 128 18.696
16 129 5.150
16 130 6.016
16 131 8.946
16 132 0.005
16 133 6.597
16 134 7.652
16 135 31.232
16 136 23.064
16 137 45.252
16 138 13.819
16 139 5.009
16 140 7.092
16 141 6.714
16 142 13.869
16 143 0.005
16 144 0.005
16 145 0.005
16 146 8.786
16 147 6.214
16 148 7.734
16 149 0.005
16 150 14.775
16 151 6.538
16 152 5.421
16 153 21.262
16 154 6.488
16 155 0.005
16 156 8.267
16 157 7.359
16 158 6.666
16 159 9.424
16 160 6.034
16 161 7.112
16 162 0.005
16 163 0.005
16 164 20.863
16 165 7.954
16 166 0.005
16 167 25.103
16 168 16.766
16 169 7.349
16 170 25.999
16 171 19.866
16 172 14.940
16 173 18.623
16 174 18.574
16 175 0.005
16 176 0.005
16 177 35.404
16 178 5.805
16 179 45.186
16 180 6.939
16 181 7.935
16 182 7.081
16 183 9.354
16 184 7.847
16 185 7.820
16 186 7.132
16 187 48.963
16 188 0.005
16 189 18.152
16 190 0.005
16 191 10.436
16 192 13.927
16 193 7.710
16 194 19.782
16 195 17.055
16 196 9.323
16 197 19.547
16 198 9.701
16 199 0.005
16 200 22.438
16 201 0.005
16 202 6.651
16 203 6.624
16 204 15.846
16 205 6.651
16 206 29.633
16 207 6.422
16 208 5.177
16 209 21.311
16 210 6.648
16 211 36.326
16 212 6.821
16 213 47.997
16 214 0.005
16 215 68.290
16 216 5.024
16 217 35.970
16 218 10.004
16 219 7.656
16 220 0.005
16 221 0.005
16 222 7.633
16 223 36.046
16 224 5.875
16 225 19.887
16 226 19.253
16 227 14.882
16 228 5.864
16 229 21.793
16 230 6.010
16 231 18.068
16 232 18.772
16 233 18.334
16 234 6.424
16 235 26.393
16 236 18.131
16 237 17.552
16 238 26.253
16 239 6.823
16 240 6.335
16 241 4.858
16 242 7.130
16 243 6.815
16 244 5.645
16 245 42.015
16 246 14.172
16 247 0.005
16 248 0.005
16 249 6.486
16 250 6.449
16 251 36.850
16 252 5.240
16 253 6.070
16 254 5.603
16 255 6.644
16 256 20.050
16 257 24.970
16 258 7.769
16 259 17.685
16 260 6.609
16 261 7.184
16 262 6.985
16 263 8.959
16 264 44.877
16 265 20.229
16 266 19.742
16 267 65.797
16 268 7.564
16 269 21.930
16 270 0.005
16 271 19.343
16 272 7.854
16 273 21.719
16 274 6.857
16 275 0.005
16 276 20.339
16 277 16.478
16 278 25.597
16 279 8.483
16 280 6.177
16 281 67.628
16 282 14.515
16 283 0.005
16 284 22.526
16 285 5.857
16 286 0.005
16 287 6.845
16 288 15.535
16 289 0.005
16 290 6.381
16 291 13.928
16 292 15.372
16 293 5.312
16 294 10.196
16 295 0.005
16 296 7.538
16 297 33.981
16 298 0.005
16 299 67.906
17 0 16.895
17 1 20.412
17 2 18.233
17 3 6.406
17 4 18.361
17 5 7.922
17 6 18.123
17 7 7.119
17 8 7.269
17 9 25.277
17 10 7.301
17 11 19.876
17 12 14.184
17 13 0.005
17 14 15.350
17 15 6.843
17 16 7.329
17 17 0.005
17 18 0.005
17 19 5.993
17 20 6.869
17 21 23.811
17 22 0.005
17 23 6.116
17 24 5.696
17 25 6.356
17 26 6.560
17 27 6.048
17 28 23.842
17 29 14.643
17 30 5.434
17 31 4.859
17 32 23.010
17 33 7.905
17 34 9.824
17 35 15.330
17 36 0.005
17 37 5.540
17 38 8.534
17 39 6.200
17 40 6.453
17 41 37.260
17 42 7.770
17 43 21.936
17 44 25.246
17 45 22.728
17 46 6.409
17 47 0.005
17 48 15.341
17 49 5.151
17 50 5.752
17 51 0.005
17 52 16.336
17 53 0.005
17 54 8.335
17 55 19.624
17 56 44.009
17 57 29.640
17 58 8.573
17 59 0.005
17 60 7.574
17 61 9.592
17 62 8.097
17 63 17.732
17 64 7.890
17 65 6.961
17 66 7.579
17 67 0.005
17 68 16.850
17 69 0.005
17 70 0.005
17 71 6.193
17 72 18.744
17 73 9.070
17 74 6.066
17 75 28.667
17 76 19.250
17 77 31.630
17 78 7.413
17 79 0.005
17 80 22.655
17 81 16.364
17 82 28.267
17 83 8.545
17 84 0.005
17 85 0.005
17 86 14.186
17 87 5.352
17 88 0.005
17 89 22.536
17 90 21.607
17 91 17.662
17 92 9.103
17 93 7.330
17 94 5.159
17 95 52.070
17 96 5.543
17 97 9.034
17 98 7.924
17 99 6.492
17 100 0.005
17 101 20.321
17 102 6.479
17 103 61.174
17 104 6.693
17 105 7.116
17 106 5.061
17 107 16.180
17 108 7.332
17 109 18.368
17 110 5.691
17 111 0.005
17 112 21.080
17 113 8.255
17 114 19.398
17 115 0.005
17 116 5.329
17 117 0.005
17 118 9.484
17 119 25.405
17 120 18.218
17 121 5.659
17 122 58.436
17 123 34.453
17 124 14.981
17 125 7.449
17 126 30.909
17 127 0.005
17 128 21.322
17 129 0.005
17 130 0.005
17 131 5.919
17 132 6.117
17 133 17.016
17 134 0.005
17 135 5.367
17 136 5.705
17 137 7.492
17 138 18.464
17 139 4.978
17 140 5.632
17 141 0.005
17 142 7.219
17 143 5.960
17 144 13.758
17 145 14.141
17 146 7.219
17 147 5.639
17 148 46.105
17 149 9.931
17 150 5.170
17 151 0.005
17 152 0.005
17 153 16.022
17 154 7.012
17 155 5.804
17 156 15.631
17 157 0.005
17 158 0.005
17 159 8.204
17 160 9.920
17 161 35.198
17 162 0.005
17 163 6.063
17 164 8.110
17 165 8.136
17 166 4.720
17 167 9.557
17 168 19.319
17 169 6.183
17 170 7.108
17 171 5.638
17 172 19.521
17 173 67.029
17 174 7.330
17 175 4.746
17 176 0.005
17 177 0.005
17 178 18.781
17 179 15.531
17 180 19.783
17 181 6.579
17 182 5.421
17 183 8.929
17 184 5.604
17 185 0.005
17 186 70.587
17 187 15.269
17 188 5.746
17 189 0.005
17 190 5.866
17 191 9.452
17 192 8.020
17 193 38.947
17 194 0.005
17 195 6.471
17 196 24.039
17 197 17.623
17 198 17.405
17 199 6.924
17 200 0.005
17 201 0.005
17 202 7.400
17 203 40.316
17 204 18.464
17 205 6.610
17 206 0.005
17 207 18.341
17 208 14.449
17 209 18.328
17 210 0.005
17 211 0.005
17 212 10.109
17 213 6.495
17 214 0.005
17 215 6.211
17 216 8.424
17 217 33.170
17 218 15.917
17 219 43.327
17 220 5.382
17 221 20.005
17 222 0.005
17 223 20.681
17 224 29.608
17 225 15.319
17 226 24.313
17 227 5.907
17 228 23.986
17 229 14.222
17 230 19.794
17 231 17.765
17 232 7.716
17 233 18.398
17 234 58.805
17 235 6.397
17 236 5.816
17 237 7.477
17 238 9.061
17 239 0.005
17 240 6.819
17 241 6.483
17 242 22.597
17 243 6.776
17 244 6.319
17 245 7.203
17 246 5.849
17 247 4.989
17 248 19.942
17 249 17.790
17 250 6.762
17 251 5.504
17 252 14.083
17 253 17.208
17 254 8.144
17 255 16.937
17 256 5.458
17 257 7.049
17 258 7.878
17 259 22.118
17 260 35.693
17 261 7.676
17 262 28.090
17 263 0.005
17 264 5.660
17 265 7.055
17 266 9.776
17 267 51.520
17 268 5.411
17 269 7.923
17 270 15.005
17 271 0.005
17 272 7.787
17 273 8.328
17 274 0.005
17 275 7.523
17 276 22.231
17 277 6.447
17 278 0.005
17 279 20.852
17 280 37.288
17 281 7.163
17 282 21.761
17 283 35.113
17 284 6.430
17 285 8.223
17 286 0.005
17 287 5.829
17 288 15.628
17 289 16.400
17 290 0.005
17 291 6.818
17 292 7.072
17 293 0.005
17 294 5.437
17 295 6.084
17 296 7.588
17 297 0.005
17 298 0.005
17 299 24.597
18 0 8.681
18 1 51.214
18 2 20.718
18 3 6.702
18 4 6.918
18 5 5.861
18 6 0.005
18 7 5.704
18 8 0.005
18 9 36.222
18 10 14.929
18 11 14.765
18 12 6.369
18 13 6.536
18 14 0.005
18 15 18.733
18 16 17.679
18 17 6.224
18 18 6.722
18 19 6.705
18 20 16.600
18 21 6.376
18 22 8.647
18 23 21.954
18 24 24.970
18 25 13.760
18 26 7.080
18 27 14.148
18 28 22.765
18 29 15.192
18 30 0.005
18 31 6.800
18 32 6.753
18 33 9.318
18 34 21.026
18 35 6.312
18 36 7.406
18 37 19.670
18 38 9.180
18 39 7.159
18 40 16.244
18 41 18.905
18 42 21.755
18 43 0.005
18 44 0.005
18 45 17.424
18 46 0.005
18 47 18.251
18 48 13.821
18 49 6.270
18 50 21.820
18 51 36.962
18 52 5.987
18 53 5.588
18 54 0.005
18 55 0.005
18 56 18.408
18 57 6.383
18 58 0.005
18 59 42.315
18 60 0.005
18 61 6.127
18 62 0.005
18 63 6.470
18 64 7.407
18 65 8.041
18 66 15.813
18 67 5.949
18 68 18.603
18 69 23.812
18 70 19.641
18 71 8.417
18 72 17.466
18 73 39.626
18 74 19.656
18 75 0.005
18 76 28.464
18 77 13.433
18 78 5.950
18 79 7.182
18 80 7.621
18 81 18.123
18 82 0.005
18 83 0.005
18 84 0.005
18 85 6.616
18 86 6.263
18 87 6.183
18 88 7.314
18 89 6.675
18 90 7.036
18 91 0.005
18 92 30.652
18 93 6.046
18 94 14.270
18 95 5.681
18 96 13.857
18 97 5.946
18 98 19.838
18 99 0.005
18 100 41.099
18 101 7.315
18 102 37.170
18 103 40.964
18 104 17.185
18 105 21.193
18 106 6.835
18 107 7.841
18 108 17.504
18 109 18.544
18 110 7.746
18 111 0.005
18 112 20.365
18 113 17.236
18 114 15.145
18 115 17.427
18 116 10.311
18 117 7.295
18 118 0.005
18 119 0.005
18 120 9.403
18 121 8.917
18 122 8.640
18 123 24.749
18 124 21.424
18 125 53.420
18 126 14.050
18 127 18.406
18 128 5.889
18 129 17.079
18 130 22.549
18 131 5.845
18 132 0.005
18 133 19.109
18 134 34.740
18 135 0.005
18 136 22.132
18 137 15.995
18 138 6.236
18 139 18.796
18 140 7.076
18 141 6.774
18 142 6.023
18 143 9.043
18 144 5.626
18 145 9.630
18 146 17.023
18 147 8.513
18 148 6.244
18 149 14.065
18 150 14.967
18 151 0.005
18 152 40.221
18 153 0.005
18 154 7.462
18 155 16.633
18 156 9.120
18 157 7.020
18 158 6.896
18 159 6.881
18 160 16.964
18 161 8.631
18 162 0.005
18 163 7.342
18 164 28.503
18 165 10.058
18 166 0.005
18 167 42.987
18 168 5.202
18 169 18.116
18 170 24.853
18 171 20.037
18 172 6.279
18 173 7.191
18 174 17.802
18 175 0.005
18 176 36.312
18 177 17.740
18 178 0.005
18 179 44.921
18 180 7.669
18 181 22.456
18 182 31.463
18 183 6.205
18 184 0.005
18 185 6.526
18 186 6.690
18 187 15.149
18 188 0.005
18 189 22.050
18 190 14.587
18 191 8.711
18 192 6.009
18 193 0.005
18 194 7.426
18 195 34.431
18 196 6.176
18 197 0.005
18 198 6.501
18 199 0.005
18 200 34.855
18 201 9.313
18 202 7.897
18 203 7.222
18 204 7.329
18 205 16.744
18 206 21.640
18 207 4.964
18 208 34.333
18 209 6.481
18 210 0.005
18 211 13.987
18 212 19.676
18 213 0.005
18 214 18.802
18 215 4.865
18 216 0.005
18 217 6.695
18 218 0.005
18 219 0.005
18 220 0.005
18 221 7.973
18 222 7.736
18 223 21.781
18 224 5.950
18 225 43.236
18 226 5.554
18 227 43.780
18 228 7.900
18 229 5.744
18 230 5.900
18 231 7.357
18 232 6.546
18 233 6.118
18 234 7.718
18 235 22.085
18 236 9.445
18 237 21.330
18 238 8.715
18 239 15.503
18 240 21.457
18 241 9.639
18 242 20.784
18 243 8.492
18 244 0.005
18 245 0.005
18 246 6.605
18 247 0.005
18 248 5.879
18 249 59.362
18 250 17.883
18 251 70.469
18 252 6.195
18 253 5.132
18 254 7.421
18 255 15.593
18 256 5.520
18 257 6.037
18 258 6.634
18 259 0.005
18 260 6.029
18 261 0.005
18 262 4.851
18 263 6.622
18 264 13.891
18 265 0.005
18 266 6.700
18 267 0.005
18 268 9.427
18 269 0.005
18 270 5.580
18 271 15.372
18 272 23.089
18 273 7.306
18 274 40.823
18 275 0.005
18 276 17.376
18 277 7.673
18 278 21.062
18 279 21.142
18 280 30.621
18 281 7.808
18 282 15.636
18 283 6.512
18 284 14.635
18 285 24.082
18 286 7.395
18 287 20.233
18 288 21.517
18 289 9.411
18 290 5.896
18 291 0.005
18 292 9.896
18 293 13.889
18 294 7.760
18 295 5.727
18 296 6.657
18 297 7.805
18 298 5.917
18 299 17.236
19 0 0.005
19 1 21.958
19 2 25.553
19 3 5.528
19 4 5.668
19 5 14.926
19 6 0.005
19 7 0.005
19 8 8.163
19 9 6.200
19 10 7.797
19 11 0.005
19 12 49.699
19 13 6.609
19 14 29.246
19 15 0.005
19 16 6.268
19 17 19.021
19 18 7.628
19 19 21.051
19 20 32.568
19 21 19.598
19 22 31.978
19 23 0.005
19 24 9.069
19 25 7.827
19 26 4.881
19 27 0.005
19 28 5.016
19 29 28.748
19 30 19.466
19 31 7.988
19 32 24.719
19 33 6.478
19 34 14.383
19 35 23.162
19 36 26.291
19 37 0.005
19 38 7.126
19 39 6.076
19 40 0.005
19 41 5.849
19 42 9.088
19 43 5.733
19 44 21.711
19 45 7.508
19 46 7.469
19 47 18.860
19 48 0.005
19 49 9.573
19 50 31.095
19 51 0.005
19 52 6.349
19 53 4.824
19 54 22.175
19 55 16.944
19 56 24.420
19 57 64.838
19 58 28.222
19 59 8.483
19 60 6.732
19 61 0.005
19 62 16.062
19 63 6.577
19 64 9.331
19 65 27.423
19 66 0.005
19 67 25.287
19 68 14.258
19 69 0.005
19 70 6.468
19 71 0.005
19 72 5.939
19 73 7.206
19 74 7.090
19 75 21.507
19 76 0.005
19 77 5.478
19 78 6.351
19 79 9.833
19 80 7.771
19 81 7.786
19 82 0.005
19 83 19.120
19 84 4.920
19 85 14.104
19 86 13.816
19 87 6.014
19 88 0.005
19 89 6.746
19 90 0.005
19 91 46.815
19 92 6.662
19 93 0.005
19 94 0.005
19 95 6.309
19 96 30.370
19 97 7.092
19 98 28.339
19 99 5.383
19 100 5.728
19 101 10.302
19 102 37.242
19 103 7.869
19 104 0.005
19 105 6.347
19 106 5.246
19 107 6.417
19 108 9.720
19 109 7.827
19 110 58.888
19 111 0.005
19 112 0.005
19 113 32.982
19 114 0.005
19 115 6.412
19 116 14.244
19 117 17.681
19 118 6.209
19 119 7.294
19 120 6.110
19 121 6.266
19 122 6.103
19 123 19.898
19 124 6.773
19 125 6.443
19 126 18.872
19 127 16.138
19 128 8.399
